client_id,full_name,city,email,age,gender,annual_income,credit_score,debt_ratio,loan_amount,owns_home,loan_purpose,employment,years_job
C03553,Margaret Lefebvre,Grondin,marysechartier@example.net,58,M,67034.98,782.0,5.55,20211.86,Autre,Auto,Freelance,14.4
C02475,Jeannine Monnier,Voisin,thibautclerc@example.com,42,M,62956.32,600.0,36.6,10626.3,Oui,Consommation,CDI,4.1
C02564,Margaret Perrier-Pages,Sainte Marthedan,ponsmanon@example.com,43,F,24939.53,723.0,14.99,4260.91,Oui,Éducation,CDD,2.8
C03158,Guillaume Gosselin-Noël,Ferrand,vaillantmarcelle@example.net,56,M,60559.31,850.0,23.36,16787.98,Non,Business,CDI,5.1
C04034,Éric Pelletier,Roussel,charlottecharles@example.com,42,M,51194.12,675.0,1.63,18554.39,Non,Rénovation,CDI,5.1
C03655,Océane Mercier de Martinez,Collet,honore38@example.net,45,M,42540.45,683.0,8.59,13923.44,Oui,Auto,CDD,5.1
C00707,Louis Adam,Reynaud-les-Bains,wle-roux@example.com,50,M,68429.81,745.0,12.45,22602.09,Non,Consommation,Freelance,11.7
C04281,Josette Pascal,Sainte Nath-les-Bains,suzanne15@example.net,69,M,33209.47,758.0,55.2,27792.29,Oui,Business,Freelance,8.9
C01093,Margaud Raymond de la Riou,FrançoisVille,imartel@example.org,40,M,73158.28,677.0,30.48,13275.52,Non,Éducation,CDI,3.9
C04840,Julien Fabre,Simon,antoinettelambert@example.com,61,M,77897.22,783.0,25.78,30277.68,Oui,Achat Maison,CDD,2.9
C01376,Gilles Cordier-Chevallier,Perrotnec,antoine20@example.com,72,M,,666.0,31.14,3969.57,Non,Business,Sans Emploi,5.6
C04914,Philippe Arnaud,BuissonVille,michelle43@example.org,62,F,52040.11,635.0,27.35,21390.57,Non,Rénovation,Sans Emploi,3.7
C00072,Étienne du Joly,Saint PénélopeBourg,maggiemary@example.org,44,F,43575.64,480.0,17.77,5266.49,Oui,Éducation,CDI,3.4
C01922,Benjamin Carpentier,Sainte Benjamin,mariannemaurice@example.net,65,F,33394.25,668.0,23.2,20113.28,Non,Consommation,CDI,1.7
C03173,Anaïs Vidal,Carlier-sur-Bouvier,parentcharlotte@example.net,37,M,79928.32,774.0,8.03,13908.87,Non,Consommation,Retraité,9.7
C01764,Daniel Le Lagarde,Grondin-sur-Besnard,ugosselin@example.net,50,F,15632.8,599.0,60.06,5279.63,Oui,Rénovation,Retraité,1.1
C00743,Nicolas Boyer,Saint Victoire,hoareaugenevieve@example.com,33,M,82388.07,548.0,56.69,16175.18,Non,Consommation,Freelance,1.0
C04319,Joseph de Dos Santos,Saint Julesnec,xlanglois@example.net,20,F,37264.62,571.0,50.47,17917.1,Non,Éducation,Sans Emploi,4.7
C01005,Marc Fouquet-Julien,Dias-les-Bains,thomasbousquet@example.org,70,F,33634.15,651.0,27.05,7816.34,Oui,Achat Maison,CDD,2.1
C02668,Martine Chevallier,RousselBourg,laure39@example.org,22,M,55005.97,653.0,15.66,21396.38,Non,Auto,CDD,6.0
C01190,Olivier Andre,Evrard-sur-Teixeira,camusanouk@example.com,41,M,55896.4,551.0,9.86,6229.32,Non,Éducation,CDD,20.5
C04584,Danielle Rousset,Bonnin-sur-Duval,alice58@example.com,51,F,,577.0,28.81,26423.79,Non,Consommation,CDD,5.8
C02601,Robert Lévêque,Marin,berniervictor@example.net,30,M,25372.29,724.0,54.6,18285.23,Oui,Rénovation,Freelance,3.7
C01125,Sylvie Camus,Saint Laetitiaboeuf,lebrungabrielle@example.com,66,F,58943.52,623.0,12.16,13007.45,Oui,Consommation,CDI,7.6
C01241,André Blot,Monnier-sur-Rolland,philippine39@example.com,62,M,48655.89,850.0,36.96,2586.22,Oui,Achat Maison,Freelance,8.7
C04607,Agnès Maurice-Fouquet,Tessiernec,cvallee@example.net,45,F,34267.05,677.0,34.99,16780.85,Non,Achat Maison,CDI,8.1
C04130,Thérèse Pascal,Michel,mariecaron@example.com,18,F,31547.76,660.0,64.09,1892.49,Non,Rénovation,CDI,5.9
C03442,Raymond Blanchet,Sainte Huguesnec,yvallee@example.net,43,M,74601.33,618.0,18.62,16127.78,Non,Auto,CDD,6.9
C00998,Bernard-Sébastien Parent,Vidal,jvaillant@example.net,72,M,,592.0,36.72,9058.17,Oui,Auto,Sans Emploi,1.4
C03386,Agathe-Michèle Marchal,Simon,ncoste@example.org,62,M,37734.38,647.0,22.36,862.12,Non,Achat Maison,Freelance,0.3
C02684,Étienne-Yves Simon,Texierboeuf,pineaurenee@example.org,46,M,,773.0,23.35,16981.41,Oui,Auto,Sans Emploi,3.9
C01577,Matthieu-Jules Letellier,Langlois,leonlebrun@example.com,63,F,46791.52,698.0,24.72,11882.08,Oui,Éducation,Freelance,0.9
C04791,Thomas Gay,Collet,josephmillet@example.com,74,M,33636.04,686.0,25.43,8718.1,Oui,Rénovation,CDI,1.0
C01826,Dorothée Pineau Le Da Silva,Lemaître,yperret@example.org,23,M,72354.37,720.0,35.45,3262.17,Non,Auto,CDI,1.3
C03292,Thibaut Hamel,Saint Lucy-la-Forêt,simone93@example.com,31,M,80171.99,750.0,16.36,13315.61,Non,Auto,Retraité,4.7
C04990,Arnaude Fleury de Mallet,Traore-sur-Mer,mathilde04@example.com,54,F,44935.52,734.0,13.28,11029.5,Non,Rénovation,Sans Emploi,9.5
C03536,Rémy-Thibaut Teixeira,Alexandre-les-Bains,cperret@example.net,19,F,20834.13,732.0,30.96,22624.21,Non,Éducation,CDI,2.0
C00440,Luce Noël,Thierry-sur-Mer,iguyon@example.com,73,F,29459.28,649.0,23.49,13981.27,Non,Business,Freelance,3.6
C04952,Arnaude Rodrigues-Martineau,Saint Jacqueline,perretanais@example.com,62,M,38713.6,547.0,1.47,18465.73,Non,Rénovation,CDI,1.7
C01100,Jérôme Boucher,Lamy,guillaumelefebvre@example.com,45,M,49541.52,552.0,50.4,16221.01,Non,Business,CDD,3.1
C04010,Aimée-Denise Dubois,Saint GabrielVille,cschmitt@example.com,38,F,,663.0,26.9,20300.62,Oui,Consommation,Sans Emploi,4.9
C03058,Chantal-Françoise Delmas,Sainte Simone,marguerite39@example.org,40,F,31397.27,579.0,10.63,11649.46,Oui,Rénovation,CDI,0.2
C00649,Thibault-Olivier Olivier,Dumont,elagarde@example.net,66,M,80686.89,569.0,25.05,19672.73,Oui,Achat Maison,Sans Emploi,2.6
C01546,Josette Lemoine,Lagarde,theophileboyer@example.org,57,M,63299.01,719.0,44.88,17733.03,Oui,Éducation,CDI,1.1
C04757,Hugues Couturier-Ollivier,Saint Maggie,wleveque@example.org,25,F,40734.59,677.0,25.06,11995.99,Non,Rénovation,CDD,7.9
C03560,Gabriel Hardy de la Faivre,PayetVille,mmasson@example.net,21,F,29299.2,751.0,27.8,14364.13,Oui,Auto,CDI,0.7
C03886,Bernadette Valette,Chartiernec,laurent22@example.org,22,M,47274.09,755.0,43.91,10374.28,Oui,Consommation,Sans Emploi,13.4
C03741,Alfred Allard Le Michel,Duhamel-la-Forêt,cousinsuzanne@example.org,35,M,57351.06,589.0,20.21,29703.94,Non,Business,Sans Emploi,1.3
C00630,Christine Le Raymond,Aubry-la-Forêt,daniellemoreau@example.net,60,M,28984.69,593.0,21.46,24946.74,Oui,Business,CDI,2.5
C00672,Virginie Lemoine,Saint Olivier,ibernard@example.org,54,F,40477.88,625.0,19.58,29120.96,Oui,Rénovation,Freelance,7.4
C01249,Célina Le Noël,MonnierBourg,xriou@example.com,73,M,33247.45,594.0,25.26,14131.86,Non,Rénovation,Sans Emploi,0.5
C00482,Agnès Étienne,Fontaine,honoremoulin@example.com,32,M,38828.07,638.0,24.91,11715.72,Oui,Business,Freelance,23.6
C01584,Alexandre Pires,Collet-sur-Mer,ccharpentier@example.com,54,M,39471.93,584.0,25.52,9825.41,Oui,Rénovation,Retraité,6.6
C03074,Franck Lucas de la Maury,Pineau,xaviercouturier@example.com,51,M,69212.01,765.0,21.59,14213.17,Oui,Business,CDI,1.0
C04628,Stéphanie Hebert,Sainte Suzanne,tbazin@example.com,61,F,57611.05,729.0,44.17,8203.63,Oui,Éducation,CDI,7.5
C03038,André Lemaire,Berthelot,thomasboulay@example.org,34,M,45343.66,652.0,22.44,21837.95,Non,Éducation,CDD,3.6
C01462,Zacharie Le Goff,Jacob,barbeantoine@example.org,20,F,,632.0,47.09,13313.45,Oui,Achat Maison,CDI,8.2
C03929,Audrey Duval,Martinsboeuf,gilbert57@example.com,60,M,46701.57,622.0,29.36,13217.08,Non,Business,Freelance,13.0
C03621,Christiane Hubert,Weber-sur-Carlier,marclefebvre@example.net,30,M,49174.1,574.0,72.92,1875.87,Oui,Achat Maison,CDI,4.5
C02578,Jeanne Duval,Dupuisdan,alexjourdan@example.org,73,M,,631.0,22.49,19371.07,Non,Achat Maison,Sans Emploi,0.5
C03801,Guy-Jean Bouvier,Toussaint-les-Bains,thierry31@example.com,51,M,64356.47,682.0,12.93,15025.45,Oui,Rénovation,CDI,8.9
C00049,Georges Boyer de la Duhamel,Adamboeuf,xavier05@example.net,62,M,54263.51,702.0,38.86,9406.8,Oui,Consommation,CDI,0.2
C04290,Anaïs Evrard,BlancVille,yvesbertrand@example.com,21,M,29705.11,734.0,9.04,7722.0,Non,Éducation,Sans Emploi,0.1
C03344,Claude Lebreton,Barbe-la-Forêt,alix33@example.org,48,M,60439.84,723.0,32.38,15339.49,Non,Consommation,Retraité,7.0
C00858,Aimé Perrin,BouvetVille,timothee40@example.net,56,F,26463.68,625.0,6.52,1586.43,Autre,Auto,CDD,3.2
C01072,Georges Allain,Peltier,carliermarthe@example.net,61,M,83183.87,633.0,6.82,5990.04,Oui,Consommation,Freelance,4.9
C00719,Charlotte Petitjean,Bernard,ggerard@example.net,52,M,70170.11,652.0,32.75,6784.2,Autre,Achat Maison,CDI,0.5
C03717,Alphonse Bouvier Le Marion,Sainte Martine,launaylouis@example.com,32,F,43124.24,621.0,27.32,24463.55,Oui,Business,CDI,1.0
C02631,Marguerite Arnaud de Delannoy,Blanchet,ponsbenjamin@example.org,56,M,,558.0,26.63,11046.0,Oui,Auto,Sans Emploi,12.6
C04874,Claudine Le Gimenez,François,theodorebarthelemy@example.com,28,M,32036.25,581.0,19.39,15587.2,Oui,Rénovation,CDI,6.2
C01660,Élisabeth Hardy,LévyVille,raymondmartinez@example.net,53,M,84623.01,617.0,31.13,3686.01,Non,Business,CDD,13.0
C01656,Timothée Guillou,Sainte Amélie,gillesnathalie@example.com,66,F,60430.94,802.0,38.69,13293.67,Non,Auto,CDI,1.7
C02425,Renée Gaillard,Hubert-sur-Brunel,fturpin@example.com,49,M,87656.59,794.0,6.89,28427.29,Oui,Consommation,CDI,8.0
C03524,Bertrand Guillot,Valette,guynicolas@example.org,34,F,34736.21,555.0,2.43,13231.5,Non,Achat Maison,CDI,4.6
C04229,Eugène Martel,Peron,igilbert@example.org,18,F,24623.5,,15.93,17364.37,Non,Éducation,Sans Emploi,1.7
C04975,Grégoire-Guy Valentin,Costa,daniellebesson@example.net,63,M,43191.11,588.0,8.96,24120.58,Non,Éducation,Retraité,1.9
C03309,Arthur Lecomte,Sainte AlphonseBourg,vaillantremy@example.org,71,F,19277.54,619.0,40.99,10056.4,Non,Auto,Sans Emploi,0.6
C04477,Gérard Jean-Besnard,Rémy,marc91@example.org,38,M,49348.77,762.0,14.37,8292.43,Non,Business,CDI,5.6
C03305,Élise Dupuy,Arnaud,kmillet@example.org,32,F,52403.45,628.0,45.86,10752.57,Non,Auto,CDI,1.3
C04752,Lorraine Le Pages,Goncalves-la-Forêt,amichaud@example.net,63,F,37854.07,664.0,23.44,11566.26,Non,Consommation,CDI,10.5
C04126,Frédéric Moreau-Lacombe,Sainte CatherineBourg,margaud07@example.net,20,F,40419.35,504.0,24.18,12722.8,Non,Auto,Sans Emploi,3.7
C02606,Philippe Bousquet,Couturier,mailletmichel@example.com,48,M,90832.42,652.0,63.76,20619.3,Non,Auto,CDI,4.9
C01385,Noël Barbier,Rousseau,adelaidefernandes@example.com,31,M,30009.08,712.0,34.31,17730.15,Oui,Business,CDI,2.2
C03835,Denise de Joseph,Joseph,margot51@example.com,59,M,38643.7,769.0,50.46,1312.01,Non,Achat Maison,CDD,10.1
C01399,Gilbert Perrin,Berthelot,constance62@example.com,35,M,,684.0,45.8,15412.48,Oui,Achat Maison,Sans Emploi,1.2
C01195,Alexandre Bègue,Fabre,kchauvet@example.net,54,M,33888.72,752.0,9.67,11858.15,Non,Achat Maison,CDI,12.7
C01408,Frédéric Mendès-Rousset,Gaudin-les-Bains,ngros@example.net,18,M,49170.03,643.0,4.83,27290.01,Non,Rénovation,CDD,12.2
C03824,Paul Leblanc de Thibault,Sainte Véronique,wcollet@example.com,51,F,48505.21,710.0,15.67,2689.22,Non,Business,Freelance,1.6
C01798,Christiane-Nathalie Pasquier,Aubert-les-Bains,grondineleonore@example.com,45,M,49542.52,736.0,9.42,18059.34,Oui,Achat Maison,CDI,4.9
C01475,Gilbert Martel,Lopes,ymorvan@example.org,35,M,26809.93,682.0,26.2,980.61,Oui,Business,Freelance,16.4
C04966,David Leleu,Dupont,adrien25@example.org,30,M,61038.54,816.0,48.43,7324.69,Oui,Auto,CDI,6.9
C00035,André Masson,Seguin-sur-Mer,ilemoine@example.org,21,F,21398.98,645.0,16.68,9587.82,Oui,Consommation,Freelance,5.0
C03541,Georges-Arthur Rossi,Lemaire,srenault@example.net,51,M,57133.62,484.0,37.4,2008.41,Non,Business,CDI,7.3
C02345,Vincent-Robert Schmitt,Gallet-la-Forêt,gerard30@example.com,32,M,,672.0,19.18,15367.34,Non,Auto,Sans Emploi,1.0
C04679,Vincent-Michel Delmas,Sainte Clairenec,kpichon@example.net,21,M,47407.28,655.0,13.6,31407.01,Autre,Business,Retraité,4.7
C02359,Michelle Bonnin-Marie,Sainte Célina-sur-Mer,bernardparent@example.org,29,M,,785.0,33.52,24670.53,Oui,Consommation,Sans Emploi,3.2
C02206,Denis Charles,Gosselinboeuf,eugene85@example.org,25,M,48347.55,579.0,36.06,10756.05,Oui,Éducation,CDI,4.4
C03767,Éric Pottier,Lebon-sur-Charpentier,gerardolivier@example.org,60,F,56407.19,660.0,12.4,38646.96,Oui,Consommation,CDI,0.7
C01286,Anastasie Dubois de la Bodin,Saint Aurélieboeuf,hmichaud@example.org,69,F,53411.13,773.0,18.38,15003.82,Non,Achat Maison,CDD,7.2
C00349,Stéphane-Laurent Diaz,Sainte OdetteVille,zacharie38@example.com,27,M,45236.95,587.0,22.72,4889.73,Oui,Business,CDI,0.5
C02137,Françoise-Hélène Lebrun,Bourdonboeuf,ebertrand@example.net,19,F,39886.98,674.0,22.6,18535.91,Non,Rénovation,CDD,1.0
C02691,Marc-René Pons,Picard-les-Bains,rboucher@example.org,52,F,43706.36,738.0,52.5,26505.44,Oui,Achat Maison,CDI,6.2
C04561,Joseph de Pottier,Saint Julien,margotgautier@example.com,41,M,,694.0,7.57,14702.92,Oui,Achat Maison,CDI,1.3
C03967,Nathalie Hoareau-Becker,OlivierVille,franck49@example.org,31,F,33124.35,567.0,16.85,11477.65,Oui,Éducation,Sans Emploi,5.3
C01681,Patricia Letellier-Gautier,Saint Margaud,valentinegoncalves@example.com,18,M,25447.63,,50.89,23345.2,Non,Consommation,CDD,0.5
C04835,Louise Martineau de la Garnier,Saint Franck-la-Forêt,sabinebecker@example.com,48,F,30827.1,850.0,15.39,9147.59,Non,Rénovation,Freelance,6.6
C01443,Philippe Joly,Huet-sur-Mer,zlenoir@example.com,42,F,37511.91,582.0,17.39,15619.06,Oui,Rénovation,CDI,0.4
C03243,Lucie Henry-Gros,Faure,troy@example.org,47,F,38133.11,795.0,42.6,21050.8,Oui,Rénovation,CDI,8.3
C01671,Audrey Bigot,Hoareau-les-Bains,kgilbert@example.com,50,F,34599.06,607.0,26.38,12404.1,Non,Consommation,Freelance,3.9
C03836,Richard Tanguy,Sainte Joséphinenec,guilletsusanne@example.net,29,M,74334.22,606.0,32.06,23090.36,Non,Consommation,CDD,7.9
C01179,Frédérique-Geneviève Jourdan,Saint Océane,claudevaillant@example.org,19,M,47565.44,651.0,15.59,19173.27,Oui,Business,CDI,1.7
C02798,Patricia Lacroix,Breton,ndijoux@example.net,58,M,41972.34,589.0,4.84,24330.35,Non,Auto,CDI,7.8
C01692,Alfred Jacquet,Saint Gabriel,christineroy@example.net,55,F,48709.7,746.0,43.85,15356.93,Non,Éducation,CDI,0.8
C03956,Guillaume de la Charles,Bernard,corinneguillon@example.com,47,M,71142.9,642.0,27.83,28393.45,Non,Business,CDD,9.6
C00372,Gabrielle-Hortense Boulanger,Bouchet-sur-Delorme,colettebriand@example.com,41,M,64059.71,783.0,25.56,16984.08,Non,Rénovation,Freelance,6.2
C03610,Gérard Blin Le Rodriguez,Martineau-sur-Ferreira,antoinerenaud@example.org,49,M,66373.53,544.0,17.66,7021.9,Oui,Achat Maison,Freelance,2.8
C01916,Sébastien Coulon,Blot-sur-Mer,richardlamy@example.net,34,M,57172.79,768.0,44.79,26079.61,Non,Rénovation,CDI,7.7
C01357,Maryse Cousin,Salmon,gerardroger@example.com,25,M,,814.0,27.6,4844.96,Oui,Rénovation,CDI,0.1
C01825,Yves Jacquet,Leroyboeuf,laetitia54@example.org,69,F,48816.61,701.0,5.16,7910.99,Non,Consommation,CDI,6.4
C00786,Julien Lebon,Girard-sur-Pages,rollandmichelle@example.com,19,F,12000.0,677.0,7.62,12410.05,Oui,Auto,CDD,1.2
C00469,Alphonse Hoarau,Olivier,thibault19@example.net,71,M,34913.19,820.0,15.0,27317.15,Non,Auto,CDD,4.8
C00140,Lucie Lenoir,Blanchard,martintorres@example.net,74,F,24322.59,752.0,62.38,19539.04,Non,Rénovation,CDD,2.2
C00788,Henri Pottier-Faure,Rousseau,nathalie83@example.org,49,M,79072.62,606.0,10.63,23442.97,Non,Business,Sans Emploi,9.7
C00323,Joséphine Jacques,Courtoisboeuf,alexandriebesnard@example.net,70,F,12000.0,657.0,26.65,5220.21,Oui,Consommation,CDI,7.5
C00050,Augustin Foucher,Royer,valentinemarchand@example.net,61,M,56423.8,723.0,25.14,9085.9,Non,Rénovation,Freelance,0.8
C00714,Michelle Weber,Leconte,therese94@example.com,70,M,,650.0,27.85,1748.55,Non,Éducation,CDD,8.5
C04489,Margaux Duval,Jacques-sur-Mer,ztraore@example.org,39,M,,597.0,23.6,10477.14,Non,Éducation,Sans Emploi,4.3
C02840,Paul du Ledoux,Guyon-sur-Techer,hervepauline@example.net,42,M,,644.0,26.56,20937.36,Autre,Auto,Freelance,8.7
C02446,Théophile-Vincent Thomas,Joly,alixcollin@example.net,62,F,17305.52,789.0,10.25,7841.53,Non,Auto,Retraité,4.4
C04814,Alex-Françoise Rolland,Ferrand,jules74@example.org,60,M,56851.92,716.0,7.77,13805.26,Oui,Rénovation,CDD,2.2
C04420,Lucy Denis,Bertin,bmenard@example.net,59,F,46712.59,644.0,5.41,23693.98,Non,Éducation,Sans Emploi,0.5
C04597,Denis Leblanc,Bazindan,blesage@example.net,18,M,17792.02,709.0,33.23,2629.63,Oui,Business,Freelance,6.8
C03015,Lorraine Rodrigues de Joseph,Briand,victoire43@example.com,44,F,,850.0,14.44,11763.9,Non,Rénovation,CDD,7.6
C02666,René Martinez,Lemonnier,hoaraulorraine@example.net,31,M,77008.45,574.0,29.34,14135.84,Non,Éducation,Retraité,10.5
C00406,Anastasie Hervé,LecoqVille,honore73@example.com,42,F,22199.69,616.0,17.34,5488.83,Oui,Consommation,CDD,4.8
C03724,Luce Guibert-Moulin,Boulay,josephinepoulain@example.org,18,M,55044.37,712.0,25.93,359.98,Non,Business,CDI,0.5
C01004,Hélène Lebrun,Huet,rochermaryse@example.org,25,F,33337.91,669.0,40.27,17359.66,Oui,Rénovation,CDD,0.5
C03787,Camille-Paulette Tanguy,Costa,bouchercharles@example.org,19,F,40681.01,743.0,27.19,18335.87,Oui,Éducation,Freelance,5.5
C00890,Claire Gros,Lacombenec,juliette41@example.net,23,M,48664.64,632.0,46.98,24500.36,Oui,Rénovation,CDI,1.0
C02411,André Le Roux,Sainte Guy,aime94@example.com,20,M,,662.0,37.3,23861.3,Non,Consommation,Sans Emploi,2.9
C02545,Denis Chrétien-Chrétien,Besson,ularoche@example.net,40,F,35369.26,704.0,12.7,22814.82,Non,Business,CDI,1.1
C04738,Louis Georges,Renaud-sur-Mer,oceane29@example.com,37,M,84628.1,692.0,12.12,12348.55,Non,Rénovation,CDD,2.0
C02390,Louis Hoareau,Samsonnec,cpons@example.net,43,M,59702.76,647.0,70.2,25425.57,Non,Rénovation,CDI,1.9
C03940,Raymond Pottier de la Bonneau,Saint Éric,alexandriedupre@example.net,49,M,62130.58,651.0,7.02,19902.47,Oui,Achat Maison,CDI,3.9
C00042,Martin Barbier du Bernard,Bruneldan,buissonpierre@example.net,57,M,,631.0,36.56,25117.4,Non,Éducation,Sans Emploi,3.0
C02830,Suzanne Pinto,Sainte Margot,louisandre@example.org,70,F,37458.36,660.0,45.05,20857.76,Non,Consommation,CDI,1.6
C03965,Sylvie Millet,Leduc-la-Forêt,delaunayjules@example.com,66,F,36089.28,618.0,33.16,9296.67,Non,Consommation,CDI,4.1
C00303,Paul Da Silva,Renard,elisebreton@example.net,69,F,40703.54,767.0,31.78,25934.62,Oui,Auto,CDD,7.3
C04933,Pauline Mercier,Saint Mathilde,owagner@example.net,65,M,,835.0,28.07,30734.75,Non,Auto,Sans Emploi,7.4
C03747,Josette-Corinne Weber,Diaznec,gjulien@example.com,74,F,41636.59,766.0,4.34,17374.65,Non,Rénovation,CDD,2.3
C00664,Capucine Bazin,Adam,dnormand@example.org,52,F,22820.45,759.0,32.42,28764.88,Oui,Éducation,Freelance,3.6
C01177,Guy Leroy,Vallée-sur-Martineau,zremy@example.org,28,F,45631.1,668.0,32.44,5383.75,Oui,Auto,CDI,7.8
C02676,Paul-Thibaut Lacroix,Merle,lecoqadrienne@example.org,72,M,21930.36,676.0,15.4,5546.26,Oui,Consommation,Freelance,0.2
C01947,Pauline Ferrand,Sainte Jules,tristancaron@example.com,70,M,80492.93,668.0,39.82,11230.78,Oui,Auto,Retraité,9.7
C02501,Eugène Cousin-Colas,Saint Benoît,bouchetsebastien@example.net,23,F,43727.54,779.0,5.36,17979.38,Non,Rénovation,CDD,5.3
C01473,Olivier Lecoq-Weber,Sainte Victoire,guillaumeaurore@example.com,29,M,30463.29,708.0,7.99,23814.92,Non,Achat Maison,Sans Emploi,4.8
C03483,Luc Da Silva,Berger,ferreiraines@example.com,31,M,36380.59,645.0,40.48,21008.26,Oui,Business,Sans Emploi,1.5
C03520,Émilie Valette du Roche,Hamel,theresebaudry@example.net,65,F,49788.46,747.0,43.43,10223.44,Oui,Rénovation,CDD,2.1
C02132,Mathilde Turpin,Lejeune,valentinemasse@example.net,47,M,44841.31,738.0,43.72,23221.4,Oui,Achat Maison,Freelance,3.5
C01026,Anne-Renée Dupré,MaheBourg,levequeclaudine@example.com,22,M,54435.9,,53.18,20228.39,Oui,Achat Maison,CDI,6.6
C00961,Marine Gilbert,Briand,franck79@example.net,41,F,30672.8,707.0,11.46,15316.77,Non,Rénovation,CDI,4.6
C02889,Gabriel Lefebvre,Bruneau,nath91@example.net,29,F,12000.0,752.0,16.49,13995.75,Oui,Rénovation,Freelance,1.8
C03134,Frédéric-Noël Delaunay,Bouvetdan,julien76@example.org,58,M,72215.02,564.0,11.75,20926.69,Non,Consommation,Freelance,9.7
C02009,Margot Boucher,Voisin,maurice44@example.net,54,M,94062.23,594.0,19.03,12535.56,Non,Auto,CDI,11.9
C02149,François Dijoux,Albert,bdaniel@example.com,66,M,29192.49,732.0,6.39,28565.5,Non,Rénovation,CDD,4.8
C03323,Thomas Morin,Pelletier,manonweber@example.com,54,M,,550.0,45.07,9124.11,Oui,Achat Maison,Sans Emploi,5.3
C02338,Gilbert Torres,Saint Tristandan,netienne@example.net,20,M,67758.57,,3.55,18834.83,Non,Consommation,Freelance,1.2
C03888,Anouk Bègue-Girard,Teixeira,qcollin@example.org,25,F,55933.01,652.0,10.15,25888.68,Oui,Auto,CDI,4.5
C00304,Philippe Maury,Blot-sur-Mer,vgilbert@example.org,48,M,,732.0,31.74,17675.89,Oui,Achat Maison,Sans Emploi,5.3
C01440,Hélène Blondel,Martins,simone47@example.net,62,M,46361.76,561.0,34.98,25135.95,Non,Rénovation,CDI,3.4
C01496,Audrey Raynaud,Jacques-sur-Garcia,ineslebreton@example.com,49,M,88903.37,701.0,28.61,10205.42,Non,Business,CDI,3.8
C02652,Stéphane Le Lambert,Valette,ebriand@example.net,74,M,50386.08,694.0,33.6,13199.03,Oui,Éducation,CDD,1.5
C02875,Diane Garcia,Étienne,zachariediallo@example.com,47,F,19707.94,760.0,35.81,34257.15,Non,Achat Maison,CDI,7.9
C00916,Denise Breton-Fischer,Launay,zdaniel@example.net,48,F,43396.51,606.0,24.06,777.55,Oui,Éducation,Sans Emploi,0.1
C04182,William Chauvin,Lefort,arthur89@example.org,23,F,39509.41,694.0,42.17,7698.69,Non,Achat Maison,CDI,0.4
C03721,Gilbert Devaux,Allard,kroyer@example.net,51,M,,717.0,12.02,9669.8,Non,Achat Maison,Sans Emploi,3.0
C02772,Gabrielle Schneider,Saint Inès,honore36@example.org,29,F,31624.41,680.0,25.09,10768.78,Non,Consommation,Sans Emploi,6.9
C01624,Arnaude Devaux,Vidal,williamguillot@example.net,49,F,36241.6,630.0,37.79,13533.56,Oui,Auto,CDD,1.3
C03837,Adrien du Michel,Sainte Sylvie,xlemonnier@example.org,52,M,45848.87,610.0,13.43,11861.81,Oui,Consommation,Freelance,7.2
C00821,Joseph Lenoir,Millet,thibaut97@example.net,55,M,36107.65,609.0,28.51,14731.5,Non,Business,CDI,7.4
C03964,Pierre Besnard,Jacques,amartineau@example.net,29,F,39146.98,506.0,28.13,9899.16,Non,Rénovation,CDI,4.3
C01354,Antoinette de la Legros,Ledoux,denisblot@example.net,30,F,23312.57,595.0,18.26,24442.93,Oui,Éducation,Sans Emploi,6.3
C04498,Anouk Fouquet,Pelletier,martineaufrederique@example.org,31,F,44585.66,547.0,18.14,8596.78,Oui,Rénovation,CDD,2.1
C00850,Valentine Guillon,ValetteBourg,chantal36@example.com,73,M,74390.82,743.0,37.75,143.1,Non,Éducation,Freelance,5.6
C01000,Adélaïde de Richard,Duhamel-sur-Bonneau,remychevalier@example.com,64,M,63183.18,784.0,57.19,21800.62,Non,Auto,Freelance,1.8
C03377,Agathe Fernandes,Carpentier,alexandria70@example.net,51,M,67928.61,638.0,14.52,21137.89,Autre,Éducation,Sans Emploi,7.8
C00018,Laurent Lopes,Vallée,zachariedumas@example.org,65,M,90512.13,712.0,16.51,21813.83,Non,Éducation,Retraité,14.9
C01637,Louis Berger,Neveu,emiliemarie@example.net,53,F,44390.3,626.0,22.77,17207.51,Oui,Auto,Retraité,0.8
C01667,Alfred Masse,Le Gall,zgiraud@example.com,56,M,16227.46,572.0,27.32,22852.83,Oui,Éducation,CDD,1.0
C00493,Isabelle Ruiz-Lelièvre,Bertin,constancebonnin@example.net,52,M,57058.28,636.0,21.38,31741.72,Non,Éducation,CDI,18.7
C01347,Laurence Berthelot,Marques-la-Forêt,andreebarbe@example.org,57,F,63959.58,678.0,14.55,12353.66,Oui,Achat Maison,CDI,0.7
C03727,Olivie Munoz,Andre,sgomez@example.net,48,M,72240.57,676.0,33.32,16300.51,Oui,Auto,CDI,1.8
C04826,François Bourgeois,Vaillant,laporteluce@example.com,29,F,53134.81,723.0,36.34,21280.86,Oui,Éducation,Sans Emploi,0.2
C03614,Grégoire Delahaye,Moulin-sur-Richard,capucine16@example.net,60,M,57964.91,622.0,22.3,1459.05,Non,Auto,Retraité,0.7
